id_renglon,venta_id,fecha_venta,jugador_id,producto_id,ubicacion_id,cantidad
69,50044,2024-06-04,JUG-025,PROD-05,UBI-PUE080,1
70,50044,2024-06-04,JUG-025,PROD-04,UBI-PUE080,1
71,50045,2025-04-14,JUG-193,PROD-02,UBI-PUE070,1
72,50045,2025-04-14,JUG-193,PROD-03,UBI-PUE070,1
73,50045,2025-04-14,JUG-193,PROD-06,UBI-PUE070,2
74,50046,2024-12-18,JUG-138,PROD-08,UBI-PUE203,1
75,50047,2024-08-26,JUG-249,PROD-08,UBI-PUE149,1
76,50047,2024-08-26,JUG-249,PROD-07,UBI-PUE149,1
77,50048,2026-07-11,JUG-096,PROD-08,UBI-PUE178,1
79,50049,2023-10-25,JUG-169,PROD-04,UBI-PUE124,2
80,50050,2024-06-04,JUG-210,PROD-01,UBI-PUE187,1
81,50050,2024-06-04,JUG-210,PROD-03,UBI-PUE187,1
82,50050,2024-06-04,JUG-210,PROD-08,UBI-PUE187,1
83,50051,2024-04-20,JUG-015,PROD-01,UBI-PUE011,1
84,50052,2024-10-26,JUG-227,PROD-02,UBI-PUE176,1
86,50052,2024-10-26,JUG-227,PROD-04,UBI-PUE176,1
87,50053,2024-02-01,JUG-001,PROD-05,UBI-PUE276,2
88,50054,2025-02-25,JUG-095,PROD-07,UBI-PUE042,1
89,50054,2025-02-25,JUG-095,PROD-05,UBI-PUE042,1
90,50054,2025-02-25,JUG-095,PROD-03,UBI-PUE042,1
91,50055,2025-08-13,JUG-133,PROD-06,UBI-PUE201,1
92,50055,2025-08-13,JUG-133,PROD-04,UBI-PUE201,3
93,50056,2024-07-02,JUG-160,PROD-01,UBI-PUE185,2
94,50057,2025-06-30,JUG-136,PROD-06,UBI-PUE050,1
95,50058,2025-07-30,JUG-145,PROD-01,UBI-PUE283,1
96,50058,2025-07-30,JUG-145,PROD-02,UBI-PUE283,1
97,50059,2025-01-28,JUG-246,PROD-07,UBI-PUE192,1
98,50060,2025-01-09,JUG-156,PROD-01,UBI-PUE070,1
99,50061,2025-08-09,JUG-216,PROD-02,UBI-PUE080,1
100,50062,2026-01-22,JUG-005,PROD-03,UBI-PUE259,1
101,50063,2025-03-29,JUG-066,PROD-02,UBI-PUE244,1
102,50063,2025-03-29,JUG-066,PROD-06,UBI-PUE244,1
103,50064,2026-06-16,JUG-043,PROD-02,UBI-PUE233,1
104,50065,2026-06-11,JUG-216,PROD-08,UBI-PUE257,1
106,50066,2025-03-31,JUG-028,PROD-05,UBI-PUE198,1
107,50067,2025-12-11,JUG-066,PROD-03,UBI-PUE064,1
108,50067,2025-12-11,JUG-066,PROD-04,UBI-PUE064,1
109,50067,2025-12-11,JUG-066,PROD-08,UBI-PUE064,1
110,50068,2024-03-08,JUG-184,PROD-08,UBI-PUE262,2
111,50069,2025-10-02,JUG-086,PROD-03,UBI-PUE210,3
112,50069,2025-10-02,JUG-086,PROD-04,UBI-PUE210,1
113,50069,2025-10-02,JUG-086,PROD-06,UBI-PUE210,1
114,50070,2024-02-15,JUG-187,PROD-07,UBI-PUE030,1
115,50071,2024-01-16,JUG-225,PROD-03,UBI-PUE051,1
116,50072,2025-06-09,JUG-077,PROD-06,UBI-PUE132,1
117,50073,2025-10-04,JUG-021,PROD-08,UBI-PUE033,1
118,50073,2025-10-04,JUG-021,PROD-02,UBI-PUE033,2
119,50073,2025-10-04,JUG-021,PROD-07,UBI-PUE033,1
120,50074,2024-06-12,JUG-062,PROD-02,UBI-PUE013,1
121,50075,2026-01-20,JUG-038,PROD-06,UBI-PUE118,1
122,50075,2026-01-20,JUG-038,PROD-01,UBI-PUE118,1
124,50076,2024-03-22,JUG-084,PROD-05,UBI-PUE052,1
125,50076,2024-03-22,JUG-084,PROD-06,UBI-PUE052,1
126,50077,2023-07-26,JUG-106,PROD-08,UBI-PUE135,1
127,50078,2026-04-30,JUG-022,PROD-05,UBI-PUE131,1
128,50079,2026-04-17,JUG-052,PROD-06,UBI-PUE171,2
130,50080,2025-02-15,JUG-088,PROD-07,UBI-PUE209,1
132,50081,2025-05-14,JUG-180,PROD-02,UBI-PUE007,1
133,50082,2026-02-18,JUG-221,PROD-06,UBI-PUE122,3
134,50083,2024-12-23,JUG-130,PROD-02,UBI-PUE214,1
135,50083,2024-12-23,JUG-130,PROD-01,UBI-PUE214,3
137,50084,2023-11-19,JUG-065,PROD-03,UBI-PUE149,1
138,50084,2023-11-19,JUG-065,PROD-07,UBI-PUE149,1
140,50085,2025-03-02,JUG-246,PROD-07,UBI-PUE199,1
141,50085,2025-03-02,JUG-246,PROD-03,UBI-PUE199,1
142,50086,2025-11-20,JUG-007,PROD-05,UBI-PUE216,1
143,50087,2025-05-10,JUG-228,PROD-05,UBI-PUE102,1
144,50088,2025-01-13,JUG-226,PROD-08,UBI-PUE278,1
145,50088,2025-01-13,JUG-226,PROD-07,UBI-PUE278,1
146,50089,2025-12-02,JUG-036,PROD-05,UBI-PUE053,1
147,50089,2025-12-02,JUG-036,PROD-02,UBI-PUE053,1
148,50089,2025-12-02,JUG-036,PROD-01,UBI-PUE053,1
149,50090,2026-01-23,JUG-116,PROD-04,UBI-PUE127,1
150,50091,2025-03-26,JUG-118,PROD-07,UBI-PUE010,1
151,50092,2024-11-14,JUG-036,PROD-04,UBI-PUE006,2
152,50093,2025-10-10,JUG-182,PROD-05,UBI-PUE058,1
153,50094,2025-02-07,JUG-126,PROD-08,UBI-PUE162,1
155,50094,2025-02-07,JUG-126,PROD-02,UBI-PUE162,1
156,50095,2024-05-06,JUG-032,PROD-07,UBI-PUE147,2
157,50096,2025-01-24,JUG-084,PROD-05,UBI-PUE013,1
159,50096,2025-01-24,JUG-084,PROD-07,UBI-PUE013,2
160,50097,2024-12-15,JUG-181,PROD-02,UBI-PUE228,1
161,50098,2023-10-27,JUG-150,PROD-08,UBI-PUE203,1
162,50099,2023-12-24,JUG-094,PROD-07,UBI-PUE171,1
163,50100,2026-03-24,JUG-115,PROD-05,UBI-PUE015,1
164,50101,2025-05-19,JUG-180,PROD-04,UBI-PUE252,1
165,50101,2025-05-19,JUG-180,PROD-08,UBI-PUE252,1
166,50101,2025-05-19,JUG-180,PROD-05,UBI-PUE252,2
167,50102,2024-10-14,JUG-089,PROD-07,UBI-PUE193,1
168,50103,2025-06-02,JUG-144,PROD-01,UBI-PUE159,1
169,50104,2023-06-30,JUG-189,PROD-05,UBI-PUE153,1
170,50104,2023-06-30,JUG-189,PROD-06,UBI-PUE153,1
171,50104,2023-06-30,JUG-189,PROD-08,UBI-PUE153,1
172,50105,2025-08-11,JUG-240,PROD-06,UBI-PUE023,3
173,50106,2026-08-27,JUG-082,PROD-01,UBI-PUE021,1
175,50107,2025-05-19,JUG-235,PROD-04,UBI-PUE187,1
176,50107,2025-05-19,JUG-235,PROD-05,UBI-PUE187,1
177,50108,2024-07-06,JUG-148,PROD-05,UBI-PUE196,2
178,50109,2026-03-21,JUG-136,PROD-04,UBI-PUE231,1
179,50109,2026-03-21,JUG-136,PROD-07,UBI-PUE231,1
180,50110,2025-06-25,JUG-177,PROD-06,UBI-PUE050,1
181,50111,2025-02-06,JUG-036,PROD-08,UBI-PUE259,2
182,50112,2024-10-25,JUG-025,PROD-08,UBI-PUE261,1
184,50113,2026-08-25,JUG-047,PROD-07,UBI-PUE160,1
185,50113,2026-08-25,JUG-047,PROD-02,UBI-PUE160,2
186,50114,2024-11-11,JUG-037,PROD-05,UBI-PUE034,1
187,50115,2026-07-20,JUG-102,PROD-03,UBI-PUE211,2
188,50115,2026-07-20,JUG-102,PROD-05,UBI-PUE211,2
189,50116,2023-03-25,JUG-132,PROD-05,UBI-PUE111,1
190,50116,2023-03-25,JUG-132,PROD-04,UBI-PUE111,1
191,50116,2023-03-25,JUG-132,PROD-05,UBI-PUE111,2
192,50117,2025-02-15,JUG-228,PROD-08,UBI-PUE248,1
193,50117,2025-02-15,JUG-228,PROD-06,UBI-PUE248,1
194,50118,2025-09-30,JUG-145,PROD-01,UBI-PUE022,1
196,50119,2024-04-23,JUG-003,PROD-03,UBI-PUE008,1
197,50120,2024-02-13,JUG-010,PROD-03,UBI-PUE165,2
198,50120,2024-02-13,JUG-010,PROD-05,UBI-PUE165,1
199,50121,2024-06-18,JUG-042,PROD-04,UBI-PUE105,1
200,50122,2024-06-18,JUG-238,PROD-04,UBI-PUE067,1
201,50123,2024-05-01,JUG-035,PROD-08,UBI-PUE183,1
202,50123,2024-05-01,JUG-035,PROD-07,UBI-PUE183,1
203,50124,2025-01-27,JUG-024,PROD-05,UBI-PUE014,1
204,50124,2025-01-27,JUG-024,PROD-02,UBI-PUE014,1
205,50125,2025-11-16,JUG-166,PROD-03,UBI-PUE216,1
206,50126,2025-05-27,JUG-177,PROD-06,UBI-PUE134,1
207,50126,2025-05-27,JUG-177,PROD-08,UBI-PUE134,1
208,50127,2024-09-17,JUG-183,PROD-05,UBI-PUE232,1
209,50128,2025-01-05,JUG-231,PROD-03,UBI-PUE056,1
210,50128,2025-01-05,JUG-231,PROD-08,UBI-PUE056,1
211,50128,2025-01-05,JUG-231,PROD-02,UBI-PUE056,1
212,50129,2026-12-06,JUG-049,PROD-03,UBI-PUE135,1
213,50129,2026-12-06,JUG-049,PROD-01,UBI-PUE135,1
214,50130,2025-07-24,JUG-144,PROD-07,UBI-PUE068,2
215,50130,2025-07-24,JUG-144,PROD-03,UBI-PUE068,1
216,50131,2025-11-13,JUG-139,PROD-03,UBI-PUE036,1
217,50132,2025-05-25,JUG-020,PROD-07,UBI-PUE233,1
218,50133,2023-12-31,JUG-217,PROD-03,UBI-PUE089,1
219,50133,2023-12-31,JUG-217,PROD-06,UBI-PUE089,1
220,50134,2024-05-15,JUG-134,PROD-08,UBI-PUE157,1
221,50135,2024-08-25,JUG-108,PROD-01,UBI-PUE239,3
222,50136,2026-06-10,JUG-047,PROD-04,UBI-PUE252,2
223,50137,2025-03-14,JUG-124,PROD-01,UBI-PUE257,1
224,50137,2025-03-14,JUG-124,PROD-03,UBI-PUE257,1
225,50138,2024-08-23,JUG-012,PROD-01,UBI-PUE026,1
226,50139,2026-10-15,JUG-073,PROD-04,UBI-PUE019,3
227,50139,2026-10-15,JUG-073,PROD-07,UBI-PUE019,1
228,50140,2025-11-13,JUG-044,PROD-08,UBI-PUE217,2
229,50141,2025-03-12,JUG-086,PROD-08,UBI-PUE035,1
230,50142,2023-11-12,JUG-213,PROD-05,UBI-PUE042,1
231,50143,2025-08-24,JUG-171,PROD-06,UBI-PUE025,2
233,50145,2024-11-12,JUG-111,PROD-05,UBI-PUE241,1
234,50146,2025-10-20,JUG-009,PROD-05,UBI-PUE079,1
235,50147,2023-10-26,JUG-213,PROD-07,UBI-PUE128,3
236,50147,2023-10-26,JUG-213,PROD-04,UBI-PUE128,1
237,50148,2023-04-09,JUG-225,PROD-05,UBI-PUE040,1
239,50150,2025-06-02,JUG-046,PROD-04,UBI-PUE252,3
240,50151,2023-12-29,JUG-215,PROD-04,UBI-PUE200,1
241,50152,2026-06-29,JUG-147,PROD-03,UBI-PUE020,1
242,50152,2026-06-29,JUG-147,PROD-08,UBI-PUE020,1
243,50153,2025-11-06,JUG-194,PROD-01,UBI-PUE073,1
244,50153,2025-11-06,JUG-194,PROD-03,UBI-PUE073,1
245,50153,2025-11-06,JUG-194,PROD-01,UBI-PUE073,3
246,50154,2023-06-14,JUG-128,PROD-03,UBI-PUE077,1
247,50155,2024-03-07,JUG-039,PROD-07,UBI-PUE004,1
248,50155,2024-03-07,JUG-039,PROD-04,UBI-PUE004,1
250,50156,2024-12-30,JUG-182,PROD-07,UBI-PUE274,1
251,50157,2023-01-24,JUG-039,PROD-08,UBI-PUE070,1
252,50158,2024-11-16,JUG-017,PROD-04,UBI-PUE088,1
253,50159,2023-12-07,JUG-143,PROD-07,UBI-PUE243,2
254,50159,2023-12-07,JUG-143,PROD-01,UBI-PUE243,1
255,50160,2024-01-23,JUG-130,PROD-06,UBI-PUE205,1
256,50161,2024-11-08,JUG-186,PROD-07,UBI-PUE171,1
257,50162,2024-07-15,JUG-200,PROD-06,UBI-PUE061,1
258,50163,2026-05-08,JUG-004,PROD-05,UBI-PUE015,1
259,50164,2024-11-17,JUG-037,PROD-08,UBI-PUE146,1
260,50165,2026-04-25,JUG-087,PROD-01,UBI-PUE033,1
261,50165,2026-04-25,JUG-087,PROD-04,UBI-PUE033,2
262,50166,2026-09-17,JUG-087,PROD-04,UBI-PUE130,1
263,50166,2026-09-17,JUG-087,PROD-02,UBI-PUE130,1
265,50167,2023-07-21,JUG-072,PROD-02,UBI-PUE017,1
266,50168,2025-02-23,JUG-122,PROD-02,UBI-PUE256,1
267,50168,2025-02-23,JUG-122,PROD-04,UBI-PUE256,3
268,50169,2025-06-12,JUG-023,PROD-08,UBI-PUE264,1
269,50169,2025-06-12,JUG-023,PROD-03,UBI-PUE264,1
270,50169,2025-06-12,JUG-023,PROD-07,UBI-PUE264,1
271,50170,2025-09-04,JUG-175,PROD-05,UBI-PUE139,1
273,50171,2023-12-21,JUG-155,PROD-07,UBI-PUE136,3
274,50171,2023-12-21,JUG-155,PROD-02,UBI-PUE136,1
275,50172,2023-03-21,JUG-027,PROD-01,UBI-PUE134,1
276,50172,2023-03-21,JUG-027,PROD-06,UBI-PUE134,2
277,50173,2024-05-18,JUG-186,PROD-03,UBI-PUE210,1
278,50173,2024-05-18,JUG-186,PROD-05,UBI-PUE210,1
279,50174,2023-12-31,JUG-170,PROD-04,UBI-PUE150,2
280,50175,2025-01-24,JUG-182,PROD-01,UBI-PUE009,1
282,50176,2025-09-16,JUG-102,PROD-04,UBI-PUE118,1
283,50177,2024-06-19,JUG-132,PROD-04,UBI-PUE023,3
284,50177,2024-06-19,JUG-132,PROD-03,UBI-PUE023,1
285,50177,2024-06-19,JUG-132,PROD-05,UBI-PUE023,1
286,50178,2026-05-27,JUG-100,PROD-06,UBI-PUE276,1
288,50179,2026-02-27,JUG-075,PROD-07,UBI-PUE230,1
289,50179,2026-02-27,JUG-075,PROD-03,UBI-PUE230,1
290,50180,2024-01-21,JUG-197,PROD-08,UBI-PUE108,2
291,50180,2024-01-21,JUG-197,PROD-06,UBI-PUE108,1
292,50180,2024-01-21,JUG-197,PROD-02,UBI-PUE108,2
293,50181,2024-05-08,JUG-247,PROD-01,UBI-PUE155,1
294,50181,2024-05-08,JUG-247,PROD-07,UBI-PUE155,1
295,50182,2024-05-24,JUG-141,PROD-08,UBI-PUE109,1
296,50183,2025-02-11,JUG-025,PROD-01,UBI-PUE117,1
298,50183,2025-02-11,JUG-025,PROD-04,UBI-PUE117,2
299,50184,2026-06-29,JUG-038,PROD-07,UBI-PUE182,1
300,50185,2025-12-17,JUG-082,PROD-03,UBI-PUE053,1
301,50186,2024-10-23,JUG-229,PROD-07,UBI-PUE093,1
302,50186,2024-10-23,JUG-229,PROD-02,UBI-PUE093,1
303,50186,2024-10-23,JUG-229,PROD-05,UBI-PUE093,1
304,50187,2024-03-10,JUG-170,PROD-07,UBI-PUE126,1
305,50188,2026-02-25,JUG-096,PROD-02,UBI-PUE099,1
306,50189,2024-06-16,JUG-154,PROD-02,UBI-PUE210,1
307,50189,2024-06-16,JUG-154,PROD-05,UBI-PUE210,2
308,50190,2024-09-15,JUG-242,PROD-03,UBI-PUE192,1
309,50191,2024-11-20,JUG-136,PROD-05,UBI-PUE109,2
310,50192,2023-04-14,JUG-187,PROD-07,UBI-PUE009,1
311,50193,2026-02-24,JUG-185,PROD-02,UBI-PUE088,2
312,50193,2026-02-24,JUG-185,PROD-07,UBI-PUE088,1
313,50193,2026-02-24,JUG-185,PROD-05,UBI-PUE088,1
314,50194,2024-10-11,JUG-026,PROD-03,UBI-PUE015,1
315,50194,2024-10-11,JUG-026,PROD-08,UBI-PUE015,1
316,50194,2024-10-11,JUG-026,PROD-06,UBI-PUE015,1
317,50195,2024-09-02,JUG-226,PROD-03,UBI-PUE184,2
318,50195,2024-09-02,JUG-226,PROD-03,UBI-PUE184,1
319,50196,2025-11-28,JUG-174,PROD-02,UBI-PUE092,1
320,50197,2026-06-16,JUG-050,PROD-03,UBI-PUE055,1
321,50198,2024-11-24,JUG-196,PROD-04,UBI-PUE206,1
322,50198,2024-11-24,JUG-196,PROD-02,UBI-PUE206,1
323,50198,2024-11-24,JUG-196,PROD-03,UBI-PUE206,1
324,50199,2023-09-23,JUG-001,PROD-05,UBI-PUE174,2
325,50199,2023-09-23,JUG-001,PROD-04,UBI-PUE174,1
326,50200,2025-01-18,JUG-246,PROD-03,UBI-PUE144,1
327,50201,2024-06-16,JUG-028,PROD-05,UBI-PUE023,1
328,50202,2024-01-16,JUG-113,PROD-03,UBI-PUE118,1
329,50203,2026-02-18,JUG-212,PROD-01,UBI-PUE065,1
330,50204,2024-06-30,JUG-076,PROD-04,UBI-PUE225,2
331,50205,2024-03-14,JUG-173,PROD-01,UBI-PUE148,1
332,50206,2026-06-24,JUG-175,PROD-01,UBI-PUE052,1
333,50207,2026-03-12,JUG-007,PROD-02,UBI-PUE066,1
335,50207,2026-03-12,JUG-007,PROD-04,UBI-PUE066,1
336,50208,2025-02-04,JUG-018,PROD-06,UBI-PUE092,1
337,50209,2024-04-05,JUG-152,PROD-02,UBI-PUE269,2
338,50210,2025-06-10,JUG-121,PROD-01,UBI-PUE252,1
339,50211,2025-05-30,JUG-240,PROD-02,UBI-PUE055,1
340,50211,2025-05-30,JUG-240,PROD-03,UBI-PUE055,1
341,50212,2025-11-29,JUG-146,PROD-03,UBI-PUE067,2
342,50213,2026-02-18,JUG-224,PROD-04,UBI-PUE137,2
343,50213,2026-02-18,JUG-224,PROD-01,UBI-PUE137,2
344,50213,2026-02-18,JUG-224,PROD-02,UBI-PUE137,1
345,50214,2026-12-19,JUG-050,PROD-01,UBI-PUE054,2
346,50214,2026-12-19,JUG-050,PROD-02,UBI-PUE054,1
347,50215,2024-10-22,JUG-017,PROD-04,UBI-PUE029,1
348,50215,2024-10-22,JUG-017,PROD-02,UBI-PUE029,1
349,50216,2025-08-02,JUG-022,PROD-05,UBI-PUE264,1
350,50217,2024-07-25,JUG-083,PROD-02,UBI-PUE189,1
351,50218,2024-12-14,JUG-076,PROD-05,UBI-PUE056,2
352,50218,2024-12-14,JUG-076,PROD-04,UBI-PUE056,1
353,50219,2024-02-19,JUG-084,PROD-04,UBI-PUE230,1
354,50220,2025-07-05,JUG-073,PROD-07,UBI-PUE145,1
355,50221,2025-02-20,JUG-089,PROD-01,UBI-PUE199,1
356,50222,2024-10-24,JUG-226,PROD-02,UBI-PUE105,1
357,50222,2024-10-24,JUG-226,PROD-07,UBI-PUE105,1
358,50222,2024-10-24,JUG-226,PROD-01,UBI-PUE105,1
359,50223,2024-07-11,JUG-184,PROD-04,UBI-PUE189,1
360,50224,2024-02-09,JUG-230,PROD-03,UBI-PUE277,1
361,50224,2024-02-09,JUG-230,PROD-01,UBI-PUE277,1
362,50225,2024-05-28,JUG-197,PROD-08,UBI-PUE227,1
363,50225,2024-05-28,JUG-197,PROD-03,UBI-PUE227,1
364,50226,2025-04-23,JUG-205,PROD-05,UBI-PUE263,1
365,50226,2025-04-23,JUG-205,PROD-07,UBI-PUE263,1
366,50227,2024-07-04,JUG-198,PROD-01,UBI-PUE009,1
367,50227,2024-07-04,JUG-198,PROD-08,UBI-PUE009,1
368,50228,2025-05-30,JUG-166,PROD-02,UBI-PUE187,1
369,50229,2025-06-05,JUG-030,PROD-01,UBI-PUE261,1
370,50230,2025-03-17,JUG-145,PROD-01,UBI-PUE108,1
371,50231,2025-01-08,JUG-040,PROD-05,UBI-PUE178,1
372,50232,2024-11-24,JUG-001,PROD-04,UBI-PUE177,1
373,50233,2026-02-07,JUG-231,PROD-03,UBI-PUE135,1
374,50233,2026-02-07,JUG-231,PROD-07,UBI-PUE135,1
375,50233,2026-02-07,JUG-231,PROD-04,UBI-PUE135,3
376,50234,2025-08-17,JUG-007,PROD-01,UBI-PUE038,1
377,50234,2025-08-17,JUG-007,PROD-07,UBI-PUE038,1
378,50234,2025-08-17,JUG-007,PROD-02,UBI-PUE038,1
379,50235,2024-10-02,JUG-179,PROD-03,UBI-PUE152,1
380,50235,2024-10-02,JUG-179,PROD-06,UBI-PUE152,1
381,50236,2025-01-31,JUG-230,PROD-08,UBI-PUE010,1
382,50237,2025-09-29,JUG-054,PROD-02,UBI-PUE211,1
383,50237,2025-09-29,JUG-054,PROD-08,UBI-PUE211,3
385,50238,2026-11-06,JUG-087,PROD-07,UBI-PUE025,1
387,50239,2024-06-10,JUG-028,PROD-06,UBI-PUE148,1
388,50240,2025-03-30,JUG-103,PROD-05,UBI-PUE226,2
389,50240,2025-03-30,JUG-103,PROD-06,UBI-PUE226,1
390,50241,2024-09-22,JUG-200,PROD-06,UBI-PUE017,2
391,50242,2024-11-28,JUG-101,PROD-01,UBI-PUE078,1
392,50242,2024-11-28,JUG-101,PROD-07,UBI-PUE078,1
393,50243,2025-08-08,JUG-073,PROD-01,UBI-PUE272,1
394,50244,2026-05-31,JUG-168,PROD-06,UBI-PUE111,1
395,50245,2026-04-15,JUG-178,PROD-02,UBI-PUE222,1
396,50246,2024-01-11,JUG-169,PROD-03,UBI-PUE171,1
397,50247,2023-06-10,JUG-155,PROD-07,UBI-PUE235,1
398,50247,2023-06-10,JUG-155,PROD-05,UBI-PUE235,2
399,50248,2024-09-18,JUG-157,PROD-08,UBI-PUE179,1
400,50248,2024-09-18,JUG-157,PROD-03,UBI-PUE179,1
401,50248,2024-09-18,JUG-157,PROD-01,UBI-PUE179,1
402,50249,2024-06-26,JUG-155,PROD-06,UBI-PUE094,1
403,50250,2024-07-16,JUG-250,PROD-04,UBI-PUE087,1
404,50250,2024-07-16,JUG-250,PROD-05,UBI-PUE087,2
405,50251,2024-08-06,JUG-081,PROD-07,UBI-PUE214,1
408,50252,2026-01-04,JUG-216,PROD-03,UBI-PUE011,1
409,50253,2026-01-29,JUG-114,PROD-05,UBI-PUE168,1
410,50253,2026-01-29,JUG-114,PROD-06,UBI-PUE168,1
411,50254,2025-09-29,JUG-102,PROD-03,UBI-PUE003,1
412,50254,2025-09-29,JUG-102,PROD-06,UBI-PUE003,3
413,50255,2024-03-28,JUG-210,PROD-01,UBI-PUE084,1
414,50255,2024-03-28,JUG-210,PROD-06,UBI-PUE084,1
415,50256,2024-03-16,JUG-039,PROD-05,UBI-PUE271,1
416,50257,2024-02-23,JUG-003,PROD-03,UBI-PUE289,2
417,50258,2025-08-07,JUG-243,PROD-01,UBI-PUE257,1
418,50258,2025-08-07,JUG-243,PROD-03,UBI-PUE257,1
419,50259,2024-08-11,JUG-059,PROD-03,UBI-PUE231,1
421,50261,2025-10-27,JUG-115,PROD-04,UBI-PUE002,1
422,50262,2024-07-19,JUG-219,PROD-04,UBI-PUE037,1
423,50262,2024-07-19,JUG-219,PROD-01,UBI-PUE037,1
424,50262,2024-07-19,JUG-219,PROD-05,UBI-PUE037,1
425,50263,2024-10-23,JUG-058,PROD-02,UBI-PUE068,1
426,50264,2024-09-20,JUG-230,PROD-06,UBI-PUE197,1
427,50265,2025-09-07,JUG-163,PROD-06,UBI-PUE287,2
428,50266,2026-04-24,JUG-009,PROD-08,UBI-PUE080,2
