ubicacion_id,estado,municipio,latitud,longitud
UBI-PUE062,Puebla,Zacatlán,19.945001730654027,-97.9360833052762
UBI-PUE063,Puebla,Zacatlán,19.93451264372708,-97.97058724293184
UBI-PUE064,Puebla,Zacatlán,19.94016070017357,-97.96166085110052
UBI-PUE065,Puebla,Atlixco,18.91806436318569,-98.41526164390672
UBI-PUE066,Puebla,Atlixco,18.8617059702976,-98.44564570840944
UBI-PUE067,Puebla,Atlixco,18.916765247952736,-98.42126979225472
UBI-PUE068,Puebla,Atlixco,18.9122182651453,-98.44324244907024
UBI-PUE069,Puebla,Atlixco,18.90426074775045,-98.44375743321434
UBI-PUE070,Puebla,Atlixco,18.895328389622563,-98.43723430072224
UBI-PUE071,Puebla,Atlixco,18.90880794690279,-98.44392909459572
UBI-PUE072,Puebla,Atlixco,18.93073020755921,-98.45766200510542
UBI-PUE073,Puebla,Atlixco,18.92114972140276,-98.4595502803005
UBI-PUE074,Puebla,Atlixco,18.91627807713782,-98.41809405669936
UBI-PUE075,Puebla,Atlixco,18.91806436318572,-98.45817698924952
UBI-PUE076,Puebla,Atlixco,18.90166229253208,-98.40582026891212
UBI-PUE077,Puebla,Atlixco,18.90052545577758,-98.40633525305624
UBI-PUE078,Puebla,Atlixco,18.853502375141836,-98.47190989961776
UBI-PUE079,Puebla,Atlixco,18.91476859302664,-98.47821013066654
UBI-PUE080,Puebla,Atlixco,18.93027630720187,-98.4580399183554
UBI-PUE081,Puebla,Atlixco,18.91525576823984,-98.47889677619204
UBI-PUE082,Puebla,Atlixco,18.918016400968156,-98.45726744213924
UBI-PUE083,Puebla,Atlixco,18.912982271472533,-98.42465178056229
UBI-PUE084,Puebla,Atlixco,18.91663609000686,-98.41581121942168
UBI-PUE085,Puebla,Atlixco,18.93547228754513,-98.40139166337109
UBI-PUE086,Puebla,Atlixco,18.934092121065007,-98.39847341988778
UBI-PUE087,Puebla,Atlixco,18.92337514625093,-98.42705503988608
UBI-PUE088,Puebla,Atlixco,18.90080230025062,-98.43958632072618
UBI-PUE089,Puebla,San Andrés Cholula,19.0150490611301,-98.31244148884034
UBI-PUE090,Puebla,San Andrés Cholula,19.052229119336356,-98.2981835000677
UBI-PUE091,Puebla,San Andrés Cholula,19.0165978317972,-98.29862292983948
UBI-PUE092,Puebla,San Andrés Cholula,19.01318964762994,-98.30875095153036
UBI-PUE093,Puebla,San Andrés Cholula,19.046781554743717,-98.27493366030588
UBI-PUE094,Puebla,San Andrés Cholula,19.05035130949694,-98.2917564747746
UBI-PUE095,Puebla,San Andrés Cholula,19.0462947638834,-98.29810794569538
UBI-PUE096,Puebla,San Andrés Cholula,19.0498645292596,-98.29639133207162
UBI-PUE097,Puebla,San Andrés Cholula,19.02846632074024,-98.30595361361358
UBI-PUE098,Puebla,San Andrés Cholula,19.028327611983883,-98.30758674106724
UBI-PUE099,Puebla,San Andrés Cholula,19.02254395739461,-98.31383855705774
UBI-PUE100,Puebla,San Andrés Cholula,19.03720473808938,-98.30796950531442
UBI-PUE101,Puebla,San Andrés Cholula,19.045970235953774,-98.27527698216296
UBI-PUE102,Puebla,San Andrés Cholula,19.03200636992376,-98.3067000039147
UBI-PUE103,Puebla,San Andrés Cholula,19.027827053389142,-98.30837140779036
UBI-PUE104,Puebla,San Andrés Cholula,19.0498645292596,-98.29089816786774
UBI-PUE105,Puebla,San Andrés Cholula,19.034828705995185,-98.3070253535229
UBI-PUE106,Puebla,San Andrés Cholula,19.02909390922756,-98.30857929014898
UBI-PUE107,Puebla,San Andrés Cholula,19.020288337830102,-98.31577151651317
UBI-PUE108,Puebla,San Andrés Cholula,19.02616856530225,-98.3109550664127
UBI-PUE109,Puebla,San Andrés Cholula,19.025770525707348,-98.31128679543386
UBI-PUE110,Puebla,San Andrés Cholula,19.02428088417428,-98.31352596624932
UBI-PUE111,Puebla,San Andrés Cholula,19.011566678229418,-98.30772098305216
UBI-PUE112,Puebla,San Andrés Cholula,19.020963820680517,-98.31583531055568
UBI-PUE113,Puebla,San Andrés Cholula,19.026497399053145,-98.32282718480278
UBI-PUE114,Puebla,San Andrés Cholula,19.023991397638422,-98.31374286599394
UBI-PUE115,Puebla,San Andrés Cholula,19.020107404433716,-98.317251538278
UBI-PUE116,Puebla,San Andrés Cholula,19.019169267718645,-98.31783351860172
UBI-PUE117,Puebla,San Andrés Cholula,19.02350288796561,-98.31386407467475
UBI-PUE118,Puebla,San Andrés Cholula,19.01946810496396,-98.31509529966232
UBI-PUE119,Puebla,San Andrés Cholula,19.02112062880673,-98.3160904867258
UBI-PUE120,Puebla,San Andrés Cholula,19.021566928048514,-98.3172196412786
UBI-PUE121,Puebla,San Andrés Cholula,19.02134980964816,-98.31721326187434
UBI-PUE122,Puebla,San Andrés Cholula,19.022682670933907,-98.31760878490336
UBI-PUE123,Puebla,San Andrés Cholula,19.021452337817006,-98.31708567378928
UBI-PUE124,Puebla,San Andrés Cholula,19.01239350915052,-98.31493673287773
UBI-PUE125,Puebla,San Andrés Cholula,19.020595924111344,-98.31704739736377
UBI-PUE126,Puebla,San Andrés Cholula,19.020987945017257,-98.31726429710838
UBI-PUE127,Puebla,San Andrés Cholula,19.018580964302764,-98.31794080696504
UBI-PUE128,Puebla,San Andrés Cholula,19.016694322033104,-98.31540880167653
UBI-PUE129,Puebla,San Andrés Cholula,19.01732320515911,-98.31362781484478
UBI-PUE130,Puebla,San Andrés Cholula,19.02247761605101,-98.31867414541362
UBI-PUE131,Puebla,San Andrés Cholula,19.0146656506021,-98.32010803190488
UBI-PUE132,Puebla,San Andrés Cholula,19.01712033992352,-98.31877765619926
UBI-PUE133,Puebla,San Andrés Cholula,19.0214643999747,-98.3180681020096
UBI-PUE134,Puebla,San Andrés Cholula,19.017566643178824,-98.31663188893212
UBI-PUE135,Puebla,San Andrés Cholula,19.017810080813025,-98.31781206092904
UBI-PUE136,Puebla,San Andrés Cholula,19.019570634269705,-98.31785120227777
UBI-PUE137,Puebla,San Andrés Cholula,19.018756429026663,-98.3175768878949
UBI-PUE138,Puebla,Puebla (Centro),18.96254142514532,-98.27158942774984
UBI-PUE139,Puebla,Puebla (Centro),19.06770342553383,-98.17543123127383
UBI-PUE140,Puebla,Puebla (Centro),18.964016118157563,-98.25183801441965
UBI-PUE141,Puebla,Puebla (Centro),19.09128202036837,-98.17647077934386
UBI-PUE142,Puebla,Puebla (Centro),19.07949314246757,-98.13904704882349
UBI-PUE143,Puebla,Puebla (Centro),18.9694232142765,-98.22065157231933
UBI-PUE144,Puebla,Puebla (Centro),19.108472629070302,-98.2284481828444
UBI-PUE145,Puebla,Puebla (Centro),19.010707979772057,-98.20349902916412
UBI-PUE146,Puebla,Puebla (Centro),19.022993134592785,-98.19674196670908
UBI-PUE147,Puebla,Puebla (Centro),19.057878020811533,-98.22065157231933
UBI-PUE148,Puebla,Puebla (Centro),19.012673665548657,-98.23520524529944
UBI-PUE149,Puebla,Puebla (Centro),19.059843148924525,-98.2201317990469
UBI-PUE150,Puebla,Puebla (Centro),19.060825703360525,-98.19206400039404
UBI-PUE151,Puebla,Puebla (Centro),19.05443899162408,-98.23780411547447
UBI-PUE152,Puebla,Puebla (Centro),19.07998436304104,-98.131770214514
UBI-PUE153,Puebla,Puebla (Centro),19.06770342553383,-98.20090015898911
UBI-PUE154,Puebla,Puebla (Centro),19.02790694284796,-98.14424479135413
UBI-PUE155,Puebla,Puebla (Centro),19.009233700783795,-98.2024594818567
UBI-PUE156,Puebla,Puebla (Centro),19.04657808577291,-98.16347642846873
UBI-PUE157,Puebla,Puebla (Centro),19.06573839174284,-98.19726174292464
UBI-PUE158,Puebla,Puebla (San Andrés Azumiatla),18.90129448460776,-98.25925244385704
UBI-PUE159,Puebla,Puebla (San Andrés Azumiatla),18.903075740814074,-98.25745931103285
UBI-PUE160,Puebla,Puebla (San Andrés Azumiatla),18.906638196336388,-98.245983260958
UBI-PUE161,Puebla,Puebla (San Andrés Azumiatla),18.903075740814074,-98.25297647897236
UBI-PUE162,Puebla,Puebla (San Andrés Azumiatla),18.90341502556057,-98.25467995515534
UBI-PUE163,Puebla,Puebla (San Andrés Azumiatla),18.899428386340052,-98.24939021332398
UBI-PUE164,Puebla,Puebla (San Andrés Azumiatla),18.90265163391346,-98.25826622080376
UBI-PUE165,Puebla,Puebla (San Andrés Azumiatla),18.88941895873616,-98.26023866691034
UBI-PUE166,Puebla,Puebla (San Andrés Azumiatla),18.899428386340052,-98.24939021332398
UBI-PUE167,Puebla,Puebla (San Andrés Azumiatla),18.890191792692026,-98.25082471958332
UBI-PUE168,Puebla,Puebla (San Andrés Azumiatla),18.897816739272187,-98.25952141378066
UBI-PUE169,Puebla,Puebla (La Paz Tlaxcolpan),18.89960385027817,-98.22233381020447
UBI-PUE170,Puebla,Puebla (La Paz Tlaxcolpan),18.9038872720808,-98.2243508314356
UBI-PUE171,Puebla,Puebla (La Paz Tlaxcolpan),18.905044386179316,-98.2250803922242
UBI-PUE172,Puebla,Puebla (La Paz Tlaxcolpan),18.9049428852566,-98.223084828748
UBI-PUE173,Puebla,Puebla (La Paz Tlaxcolpan),18.90254744576637,-98.22136821493427
UBI-PUE174,Puebla,Puebla (La Paz Tlaxcolpan),18.904130875737184,-98.22216214888282
UBI-PUE175,Puebla,Puebla (La Paz Tlaxcolpan),18.900781294687047,-98.22160424933368
UBI-PUE176,Puebla,Puebla (La Paz Tlaxcolpan),18.90063918976696,-98.22160424933368
UBI-PUE177,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15489279419337,-98.23223763767818
UBI-PUE178,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15440632145918,-98.24073487605604
UBI-PUE179,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.154244163562293,-98.24356728884868
UBI-PUE180,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.155541422273828,-98.2415931829629
UBI-PUE181,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.1553792653794,-98.24013406126755
UBI-PUE182,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15400092630465,-98.23918992367
UBI-PUE183,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.154892794079935,-98.23180848427106
UBI-PUE184,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.1364869095899,-98.23343926739408
UBI-PUE185,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15108205271274,-98.2386749394796
UBI-PUE186,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.152055016352747,-98.24270898194185
UBI-PUE187,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.13762213377546,-98.23901826224234
UBI-PUE188,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.13924386879345,-98.2495754369514
UBI-PUE189,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.145325233776628,-98.2362716801404
UBI-PUE190,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.142000781961723,-98.2585018287827
UBI-PUE191,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.141189929926924,-98.25532609322732
UBI-PUE192,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.13494623586544,-98.2327526218686
UBI-PUE193,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.14483873271919,-98.22751694973678
UBI-PUE194,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.149136108105868,-98.23635751087738
UBI-PUE195,Puebla,Amozoc De Mota,19.0492348540696,-98.07535326619758
UBI-PUE196,Puebla,Amozoc De Mota,19.034557043718344,-98.07443463186864
UBI-PUE197,Puebla,Amozoc De Mota,19.048101199294088,-98.0705942306248
UBI-PUE198,Puebla,Amozoc De Mota,19.04570928088288,-98.06510339026237
UBI-PUE199,Puebla,Amozoc De Mota,19.04898159144052,-98.07434532032558
UBI-PUE200,Puebla,Amozoc De Mota,19.048885110337302,-98.07548085428265
UBI-PUE201,Puebla,Amozoc De Mota,19.03101101824674,-98.07522567799602
UBI-PUE202,Puebla,Amozoc De Mota,19.040545979619587,-98.0573955744083
UBI-PUE203,Puebla,Amozoc De Mota,19.038464820826707,-98.07272495152884
UBI-PUE204,Puebla,Amozoc De Mota,19.04288111909371,-98.07729487818024
UBI-PUE205,Puebla,Amozoc De Mota,19.04783192481297,-98.05338993782271
UBI-PUE206,Puebla,Amozoc De Mota,19.037524068075708,-98.07964022573913
UBI-PUE207,Puebla,Amozoc De Mota,19.045315108831325,-98.05017238039188
UBI-PUE208,Puebla,Amozoc De Mota,19.03914893321776,-98.05274730111245
UBI-PUE209,Puebla,Amozoc De Mota,19.06527247459149,-98.04605250723895
UBI-PUE210,Puebla,Amozoc De Mota,19.044341517383312,-98.03798442231452
UBI-PUE211,Puebla,Amozoc De Mota,19.04953393910868,-98.04725413690856
UBI-PUE212,Puebla,Amozoc De Mota,19.049371678388948,-98.03918605198412
UBI-PUE213,Puebla,Amozoc De Mota,19.0261667623746,-98.02837138495774
UBI-PUE214,Puebla,Amozoc De Mota,19.04353018681422,-98.03695445402629
UBI-PUE215,Puebla,Amozoc De Mota,19.030710637591085,-98.0350661788312
UBI-PUE216,Puebla,Amozoc De Mota,19.04271885227944,-98.02682643252538
UBI-PUE217,Puebla,Villa Avila Camacho,20.395240362988524,-97.883882462417
UBI-PUE218,Puebla,Villa Avila Camacho,20.39041328487738,-97.8819512718766
UBI-PUE219,Puebla,Villa Avila Camacho,20.39109713013461,-97.87521356265776
UBI-PUE220,Puebla,Villa Avila Camacho,20.379994326090664,-97.88092130358837
UBI-PUE221,Puebla,Villa Avila Camacho,20.38321261244506,-97.88285249412878
UBI-PUE222,Puebla,Villa Avila Camacho,20.383091927918866,-97.8795480125374
UBI-PUE223,Puebla,Chignahuapan,19.830745875895037,-98.0365962574568
UBI-PUE224,Puebla,Chignahuapan,19.843323679538585,-98.03317689676142
UBI-PUE225,Puebla,Chignahuapan,19.832810240209984,-98.03705557456304
UBI-PUE226,Puebla,Chignahuapan,19.835450667319225,-98.04272048537683
UBI-PUE227,Puebla,Chignahuapan,19.83535465248198,-98.0379742087597
UBI-PUE228,Puebla,Chignahuapan,19.844427790296898,-98.02669542204028
UBI-PUE229,Puebla,Chignahuapan,19.83583590938461,-98.034268084546
UBI-PUE230,Puebla,Chignahuapan,19.836362804504848,-98.0383824906319
UBI-PUE231,Puebla,Chignahuapan,19.8383854302683,-98.04206960903008
UBI-PUE232,Puebla,Chignahuapan,19.837803010437845,-98.02623610494986
UBI-PUE233,Puebla,Chignahuapan,19.83713091589475,-98.02353123754656
UBI-PUE234,Puebla,Chignahuapan,19.833674384749003,-98.03669832792484
UBI-PUE235,Puebla,Chignahuapan,19.83295426462626,-98.0290430428212
UBI-PUE236,Puebla,Chignahuapan,19.83444250928173,-98.03108445218216
UBI-PUE237,Puebla,Chignahuapan,19.834778562596803,-98.02894097235315
UBI-PUE238,Puebla,Chignahuapan,19.831850074097943,-98.0231739909084
UBI-PUE239,Puebla,Chignahuapan,19.833722392641118,-98.02026498256896
UBI-PUE240,Puebla,Chignahuapan,19.83295426462626,-98.02924718375728
UBI-PUE241,Puebla,Chignahuapan,19.83641081144245,-98.01847874937812
UBI-PUE242,Puebla,Chignahuapan,19.829545651752877,-98.01766218563374
UBI-PUE243,Puebla,Chignahuapan,19.835786718276207,-98.01454903635826
UBI-PUE244,Puebla,Chignahuapan,19.82455262201839,-98.02710370392826
UBI-PUE245,Puebla,Chignahuapan,19.82407251473809,-98.028634760949
UBI-PUE246,Puebla,San Antonio Matlahuacales,19.757575526206143,-98.079388839317
UBI-PUE247,Puebla,San Antonio Matlahuacales,19.75743416473398,-98.08116982614872
UBI-PUE248,Puebla,San Antonio Matlahuacales,19.75379911242499,-98.08550427602836
UBI-PUE249,Puebla,San Antonio Matlahuacales,19.75767649860954,-98.07966778906172
UBI-PUE250,Puebla,San Antonio Matlahuacales,19.754364570446285,-98.08288643996242
UBI-PUE251,Puebla,Heroica Puebla De Zaragoza,18.95038997713883,-98.24289987441004
UBI-PUE252,Puebla,Heroica Puebla De Zaragoza,18.9509360790904,-98.24852950232288
UBI-PUE253,Puebla,Heroica Puebla De Zaragoza,18.95448569820932,-98.2515608404298
UBI-PUE254,Puebla,Heroica Puebla De Zaragoza,18.95858131873088,-98.2647688136099
UBI-PUE255,Puebla,Heroica Puebla De Zaragoza,18.96028779760123,-98.26448011474255
UBI-PUE256,Puebla,Heroica Puebla De Zaragoza,18.957489163090955,-98.2709758392574
UBI-PUE257,Puebla,Heroica Puebla De Zaragoza,18.96383721771913,-98.27213063472668
UBI-PUE258,Puebla,Heroica Puebla De Zaragoza,18.969638991752745,-98.27335760491282
UBI-PUE259,Puebla,Heroica Puebla De Zaragoza,18.949024714440988,-98.2234127008656
UBI-PUE260,Puebla,Heroica Puebla De Zaragoza,18.960765608556,-98.21958744087355
UBI-PUE261,Puebla,Heroica Puebla De Zaragoza,18.963427673099748,-98.2183604706874
UBI-PUE262,Puebla,Heroica Puebla De Zaragoza,18.961926000889537,-98.2395798374358
UBI-PUE263,Puebla,Heroica Puebla De Zaragoza,18.962199033206332,-98.24795210458822
UBI-PUE264,Puebla,Heroica Puebla De Zaragoza,18.96581666919857,-98.2548087026872
UBI-PUE265,Puebla,Heroica Puebla De Zaragoza,18.96861516394808,-98.25899483626338
UBI-PUE266,Puebla,Heroica Puebla De Zaragoza,18.972027898840928,-98.26245922267128
UBI-PUE267,Puebla,Heroica Puebla De Zaragoza,18.96950248174212,-98.26794450115048
UBI-PUE268,Puebla,Heroica Puebla De Zaragoza,18.975235806072035,-98.27047061637664
UBI-PUE269,Puebla,Heroica Puebla De Zaragoza,18.98506390301563,-98.26729492882036
UBI-PUE270,Puebla,Heroica Puebla De Zaragoza,18.984381415030644,-98.25314868432146
UBI-PUE271,Puebla,Heroica Puebla De Zaragoza,18.97414375969181,-98.23402238436118
UBI-PUE272,Puebla,Heroica Puebla De Zaragoza,18.97646435003925,-98.25278781073727
UBI-PUE273,Puebla,Heroica Puebla De Zaragoza,18.971823137028533,-98.25913918581844
UBI-PUE274,Puebla,Heroica Puebla De Zaragoza,18.99269320783656,-98.2306980755512
UBI-PUE275,Puebla,Heroica Puebla De Zaragoza,18.983957550633328,-98.21460311369783
UBI-PUE276,Puebla,Heroica Puebla De Zaragoza,18.984025799731366,-98.20370473145633
UBI-PUE277,Puebla,Heroica Puebla De Zaragoza,18.996241937648115,-98.19071328242671
UBI-PUE278,Puebla,Heroica Puebla De Zaragoza,19.005113431117763,-98.19699248279105
UBI-PUE279,Puebla,Heroica Puebla De Zaragoza,19.02046682128743,-98.22326407986034
UBI-PUE280,Puebla,Heroica Puebla De Zaragoza,19.031315695241982,-98.21481963772132
UBI-PUE281,Puebla,Heroica Puebla De Zaragoza,19.04222968175412,-98.18887783125028
UBI-PUE282,Puebla,Heroica Puebla De Zaragoza,19.055997988468278,-98.1675144370996
UBI-PUE283,Puebla,Heroica Puebla De Zaragoza,19.075845285852765,-98.17965272923064
UBI-PUE284,Puebla,Heroica Puebla De Zaragoza,19.078827911564364,-98.19555389228724
UBI-PUE285,Puebla,Heroica Puebla De Zaragoza,19.084563578688144,-98.22735621767065
UBI-PUE286,Puebla,Heroica Puebla De Zaragoza,19.08123691613343,-98.25211833440542
UBI-PUE287,Puebla,Heroica Puebla De Zaragoza,19.073092046030165,-98.25321078069722
UBI-PUE288,Puebla,Heroica Puebla De Zaragoza,19.121478555274138,-98.22252203203324
UBI-PUE289,Puebla,Heroica Puebla De Zaragoza,19.11012485414961,-98.20363928094186
